customer_id,kyc_refresh_due_date,aml_risk_rating,pep_status_flag,crs_tax_residency,fatca_classification,updated_at
20b282a5-739e-44b9-a792-ba7c1f712d36,2027-06-07,High,false,LI,Compliant,2026-02-20T10:56:27.107Z
1cdb3ffb-0933-4f14-be7e-12b84d29e72a,2027-12-06,High,false,QA,Compliant,2026-02-20T10:56:27.107Z
235777ef-2f1e-4881-b4ec-e3559bd74e19,2026-07-24,High,false,GE,Compliant,2026-02-20T10:56:27.107Z
f5e39f45-877c-47a3-a340-4a55cfac1246,2027-03-21,High,false,HR,Compliant,2026-02-20T10:56:27.107Z
acf8ad34-9a02-4ad9-82ba-7849464f761c,2026-12-01,Low,false,DE,Compliant,2026-02-20T10:56:27.107Z
3b1795de-400a-43ce-816e-fbc91d528715,2027-04-19,Low,false,AD,Compliant,2026-02-20T10:56:27.107Z
31260be8-7d9f-452d-854a-d419ca9eb0d5,2026-10-21,Low,false,GG,Compliant,2026-02-20T10:56:27.107Z
326fe06f-7a81-47a9-86b9-ada920109b25,2027-01-02,High,false,TL,Compliant,2026-02-20T10:56:27.107Z
416b40bb-659d-4301-989d-bb4782e1e406,2026-03-25,Medium,false,MX,Compliant,2026-02-20T10:56:27.107Z
fb5bcc4f-0c0a-4c32-9624-add4509076eb,2026-10-01,Low,false,BF,Compliant,2026-02-20T10:56:27.107Z
1bb65805-5495-4a9b-94af-6eba9c309a60,2026-06-25,Medium,false,LR,Compliant,2026-02-20T10:56:27.107Z
eb62d43d-bb9d-4ce1-8463-d4fb8821999b,2027-09-11,High,false,HR,Compliant,2026-02-20T10:56:27.107Z
ec7f8872-1b84-4fbd-8c27-43ce8fc1eda6,2027-03-21,Medium,false,BH,Compliant,2026-02-20T10:56:27.107Z
da2a5602-0ba0-4e3e-afbc-5af9f37007f5,2027-08-18,Medium,false,CV,Compliant,2026-02-20T10:56:27.107Z
5be153e3-11c9-4e69-bf29-a83e1777455c,2027-03-10,High,false,LI,Compliant,2026-02-20T10:56:27.107Z
6f1888a3-47d7-44ac-9793-1981dcf48942,2026-07-17,Medium,false,TW,Compliant,2026-02-20T10:56:27.107Z
fafb0659-79e4-44db-ac9f-012b4f975a49,2028-01-02,High,false,MX,Compliant,2026-02-20T10:56:27.107Z
b6d4eecd-1924-494e-a791-161fbeda73f8,2026-05-25,Low,false,VA,Compliant,2026-02-20T10:56:27.107Z
47db2210-c843-4d50-a131-820ae127a6f0,2026-04-17,Low,false,BV,Compliant,2026-02-20T10:56:27.107Z
a24240fc-caf8-420c-935a-a1536da4a5c0,2026-09-28,Medium,false,CC,Compliant,2026-02-20T10:56:27.107Z
ae870bf5-3ffd-4a29-b0c5-da4199be4f98,2026-03-30,Low,false,ID,Compliant,2026-02-20T10:56:27.107Z
60b5fe77-cdb4-4f0c-8cb5-a5082698c5f3,2027-11-08,Medium,false,LA,Compliant,2026-02-20T10:56:27.107Z
0fdafb69-5a90-49ea-ab45-3737d78609c7,2026-09-14,Medium,false,EH,Compliant,2026-02-20T10:56:27.107Z
99ef4ea6-d968-4042-b2fa-d0d131276ef0,2026-06-27,Low,false,MN,Compliant,2026-02-20T10:56:27.107Z
858f0b82-1727-46a6-b211-669ebb32cd61,2026-10-05,Low,false,ME,Compliant,2026-02-20T10:56:27.107Z
64bf7e3b-9cf5-4ad3-b67b-ca2773fc155e,2026-09-23,Medium,false,VA,Compliant,2026-02-20T10:56:27.107Z
743d565f-0166-4052-8249-763500d39b52,2027-09-01,Medium,false,HU,Compliant,2026-02-20T10:56:27.107Z
60be2058-4d31-4488-ad2f-938eb10ebfa8,2026-03-24,High,false,AX,Compliant,2026-02-20T10:56:27.107Z
746886d2-ebd7-412d-834e-80d1ca668fd6,2027-06-11,Medium,false,MV,Compliant,2026-02-20T10:56:27.107Z
accdf9f1-4fba-48d6-9d04-6dfd4162e697,2027-08-06,High,false,JP,Compliant,2026-02-20T10:56:27.107Z
cff3e002-11f5-4efe-8cf5-2619b17949ac,2026-08-14,Low,false,KR,Compliant,2026-02-20T10:56:27.107Z
190e3433-1667-4eee-a5a7-218e7c888cf4,2027-06-30,Low,false,FM,Compliant,2026-02-20T10:56:27.107Z
5da5cd9d-e022-4136-ac85-96b29b2bd9e4,2027-07-01,Low,false,PS,Compliant,2026-02-20T10:56:27.107Z
23f1ea7f-6cf6-4f13-a35c-a18cbcfa8080,2026-04-21,Medium,false,TV,Compliant,2026-02-20T10:56:27.107Z
0621e5ba-7f75-43e0-912b-0d158d01ffd7,2026-11-10,Medium,false,RU,Compliant,2026-02-20T10:56:27.107Z
3e1f3e21-42e5-43d6-8c00-edb5a8a309cd,2027-10-16,High,false,AU,Compliant,2026-02-20T10:56:27.107Z
4922d03e-f701-4330-a8f8-c5799f3a2d55,2027-05-14,Medium,false,VC,Compliant,2026-02-20T10:56:27.107Z
7cc1d2c7-30a2-4c09-8331-c595b765a252,2026-10-14,Low,false,SI,Compliant,2026-02-20T10:56:27.107Z
5861c088-0577-4074-a48a-a819f65773f0,2026-02-25,High,false,PL,Compliant,2026-02-20T10:56:27.107Z
08c8e6ad-4bc1-452d-b4b9-f251f317eb9c,2028-02-01,Low,false,KI,Compliant,2026-02-20T10:56:27.107Z
2abfd734-4e6f-4746-8740-384722cadf20,2027-01-05,Medium,false,SB,Compliant,2026-02-20T10:56:27.107Z
6aa81857-20bd-4c3b-ada2-2e87bfc25254,2026-09-19,High,true,LS,Compliant,2026-02-20T10:56:27.108Z
19773ef2-bc36-4909-8080-5239fae1b903,2027-09-24,Medium,false,CO,Compliant,2026-02-20T10:56:27.108Z
cc6db23b-2161-479c-9302-de73ed5436fd,2027-03-27,High,false,SI,Compliant,2026-02-20T10:56:27.108Z
24a5ccd3-f892-482a-b6da-f044509a1196,2027-06-03,Low,false,BJ,Compliant,2026-02-20T10:56:27.108Z
18e938d3-c0b3-4aaa-a5d4-c5e0f4d629bc,2026-10-19,Medium,false,US,Compliant,2026-02-20T10:56:27.108Z
b7954f69-501c-4ad3-8f92-c03b32185240,2026-04-11,Low,false,GI,Compliant,2026-02-20T10:56:27.108Z
cb16cf68-7c1c-42d2-935b-f36a8cc865e5,2028-02-15,Low,false,LT,Compliant,2026-02-20T10:56:27.108Z
fa775755-a78e-4015-8766-0e0390d40fce,2028-02-15,Medium,true,TM,Compliant,2026-02-20T10:56:27.108Z
596fda38-9cbd-4b67-a794-d45e0e82aa97,2027-06-12,Medium,false,KH,Compliant,2026-02-20T10:56:27.108Z
1ce2bf6e-8317-40fd-ba21-e698ecbb8bea,2027-01-08,High,true,AI,Compliant,2026-02-20T10:56:27.108Z
b1875ea5-72cc-4b66-8f03-3a9e6c73b373,2027-02-01,Medium,false,RE,Compliant,2026-02-20T10:56:27.108Z
f198d8c6-168a-4949-bb49-7c9c7eb19a52,2027-08-02,Low,false,CC,Compliant,2026-02-20T10:56:27.108Z
0e10f3b3-8def-4393-a925-918ace8e0fea,2026-06-22,Low,false,PF,Compliant,2026-02-20T10:56:27.108Z
af79af32-819f-4fae-896a-b8a1120e94f8,2027-01-19,High,false,NC,Compliant,2026-02-20T10:56:27.108Z
e656b210-4daf-4f62-a91e-19b871270fed,2026-08-29,Medium,true,MW,Compliant,2026-02-20T10:56:27.108Z
b2dd0670-61c4-4964-a718-e4de2ca81740,2026-03-12,Medium,false,TF,Compliant,2026-02-20T10:56:27.108Z
8ad58a4e-171b-401e-b296-7dd1210fbb50,2026-09-08,Medium,false,AR,Compliant,2026-02-20T10:56:27.108Z
5a0afc72-dccb-4b7d-807a-12ab48d74363,2027-11-14,Low,false,KG,Compliant,2026-02-20T10:56:27.108Z
8c775f1e-7429-4d37-a239-c858c41c6597,2026-10-20,Low,false,NF,Compliant,2026-02-20T10:56:27.108Z
a176f7a8-9e37-44d3-bf23-b68deb201328,2027-11-04,Low,false,TJ,Compliant,2026-02-20T10:56:27.108Z
ba6cfdcf-79a1-46c6-b87e-ffe275784167,2027-03-27,High,false,SM,Compliant,2026-02-20T10:56:27.108Z
9aa3eeb5-c296-4adf-8f8b-0b00d2c30e50,2026-08-18,Low,false,GA,Compliant,2026-02-20T10:56:27.108Z
fe608a9b-b326-4cef-8e3c-5d0e91a45ef1,2027-01-10,High,false,JM,Compliant,2026-02-20T10:56:27.108Z
a257fdcd-ed5e-48ef-9b6f-3d90988a26a8,2027-01-29,High,false,LU,Compliant,2026-02-20T10:56:27.108Z
0296dab3-0a54-4759-823b-e15a0a9b37a2,2028-01-16,Low,false,NF,Compliant,2026-02-20T10:56:27.108Z
9aa5a07e-6333-4396-8eca-0d2050ff7978,2026-03-21,Medium,false,DJ,Compliant,2026-02-20T10:56:27.108Z
51c76cad-7a67-4d94-967a-b7082fe60cf7,2027-11-03,Medium,false,VI,Compliant,2026-02-20T10:56:27.108Z
d721bc58-a8d6-41e4-b754-4c4b23cdda20,2027-09-08,Low,false,GT,Compliant,2026-02-20T10:56:27.108Z
0bfe8e05-562f-46ed-b98d-434caf364b6d,2027-07-12,Low,false,PK,Compliant,2026-02-20T10:56:27.108Z
efda6a71-46cd-42e0-bc89-53167d7b6ec5,2026-12-20,Medium,false,MN,Compliant,2026-02-20T10:56:27.108Z
cd7cdf2d-c772-4761-8331-41cb468d4e96,2026-06-06,High,false,GA,Compliant,2026-02-20T10:56:27.108Z
81e484ad-9f1b-4b27-8ec6-b66aaa54c733,2026-04-18,Low,false,FJ,Compliant,2026-02-20T10:56:27.108Z
9e2618ce-2136-474f-b53a-310bdb77a1fd,2026-11-06,Low,false,KN,Compliant,2026-02-20T10:56:27.108Z
bcc045e4-2209-4baf-941a-f58efa8e284e,2027-07-25,Low,false,KI,Compliant,2026-02-20T10:56:27.108Z
8c38ed7d-df1d-4f61-841c-8b0904b04e40,2027-09-15,Medium,false,IL,Compliant,2026-02-20T10:56:27.108Z
54ddf323-bb92-4be4-a3c6-dba2fe81590f,2027-06-06,High,false,GR,Compliant,2026-02-20T10:56:27.108Z
9e402d2c-3b94-42b8-9c5c-fae4633bed7a,2027-07-01,Low,false,OM,Compliant,2026-02-20T10:56:27.108Z
a2768c65-01e6-47fb-a985-79c0a80dc438,2026-07-02,Low,false,FI,Compliant,2026-02-20T10:56:27.108Z
2c7e81d6-74c1-456b-871d-3648f2ae7314,2027-08-21,Low,false,EH,Compliant,2026-02-20T10:56:27.108Z
fbdf3d92-ff61-4fdf-b365-4c076ac91b5a,2027-03-12,High,false,CV,Compliant,2026-02-20T10:56:27.108Z
e5ec3ba9-6169-4f6a-ab2e-21343c9c0538,2026-07-03,Low,false,KI,Compliant,2026-02-20T10:56:27.108Z
d5b29b4b-70a9-45f2-903a-7f65e3d086ca,2027-04-28,High,false,IO,Compliant,2026-02-20T10:56:27.108Z
4e1b346d-0be3-4013-93e1-ead2293aa282,2028-01-14,Medium,false,MD,Compliant,2026-02-20T10:56:27.108Z
b86aa157-e71a-4925-b58a-bb1b3b80f231,2026-09-14,Medium,false,CV,Compliant,2026-02-20T10:56:27.108Z
86763b6c-ef9f-4b3e-b3ec-380926dc1304,2026-07-22,High,false,MH,Compliant,2026-02-20T10:56:27.108Z
79218e68-348a-4889-a8a6-b6431bfa2c7e,2027-04-26,Low,false,DJ,Compliant,2026-02-20T10:56:27.108Z
3636d01f-adbc-499c-ace5-5651e4e60ff8,2027-11-12,High,false,VC,Compliant,2026-02-20T10:56:27.108Z
020f562f-9c06-4db0-be49-f7adc9558352,2027-09-02,Low,false,VN,Compliant,2026-02-20T10:56:27.108Z
af375fbc-2101-4423-b21a-d98ac4efc65b,2026-12-07,High,false,CI,Compliant,2026-02-20T10:56:27.108Z
a21b17a4-5cab-4b6d-bec8-0d13fbb3a017,2026-12-01,Low,false,CY,Compliant,2026-02-20T10:56:27.108Z
f7d12538-c1a5-449c-b560-edb05c135f8f,2027-11-13,Low,false,TG,Compliant,2026-02-20T10:56:27.108Z
c6ce446e-9b28-424e-94c1-f794350992df,2027-06-22,Medium,false,GB,Compliant,2026-02-20T10:56:27.108Z
bcb05bb2-3942-44b2-a87b-28968da86b4f,2026-05-07,High,false,MX,Compliant,2026-02-20T10:56:27.108Z
40a2acd9-abcf-4076-9376-322f4e01e549,2028-02-09,Low,false,VU,Compliant,2026-02-20T10:56:27.108Z
b63bca32-0d3c-40b3-819b-1e0741dbc1ef,2027-08-10,High,false,CC,Compliant,2026-02-20T10:56:27.108Z
cc66fc68-c23b-468b-9a2b-8a7def60f97b,2026-05-11,High,false,MT,Compliant,2026-02-20T10:56:27.108Z
b879c278-f8fd-4262-b691-093a96183cc8,2028-01-01,Medium,false,ME,Compliant,2026-02-20T10:56:27.108Z
3961c9bb-3867-437c-9ea3-01d71d2b8dcd,2026-06-12,Medium,false,MW,Compliant,2026-02-20T10:56:27.108Z
0301982a-161f-4ac4-90fa-a52e36fee8d7,2027-11-30,Medium,false,AW,Compliant,2026-02-20T10:56:27.108Z
861b2210-46f3-4209-a9af-9b613ac1245c,2027-12-06,Medium,false,CG,Compliant,2026-02-20T10:56:27.108Z
7c8687cd-0287-4b61-a8ba-2e98493bca63,2027-11-13,Medium,false,GH,Compliant,2026-02-20T10:56:27.108Z
3f8306ec-0b25-4a29-860c-02464dd3f3e8,2027-07-24,High,false,DM,Compliant,2026-02-20T10:56:27.108Z
4069a39a-e444-4ac4-8ef0-0abf56ded65d,2026-03-11,High,false,BJ,Compliant,2026-02-20T10:56:27.108Z
7fcc9065-d3bf-4d71-ab89-f7c9e9fb5af1,2027-12-12,Low,false,VA,Compliant,2026-02-20T10:56:27.108Z
6aea5b36-a401-45cd-9dbc-f6f0c91dc9f9,2027-05-11,High,false,GF,Compliant,2026-02-20T10:56:27.108Z
5e8540ca-6fcb-4bbb-9584-b05c911f3f2f,2026-08-02,High,false,DZ,Compliant,2026-02-20T10:56:27.108Z
0bdc8ee6-5dfc-423a-99ae-5aae0c81c5d5,2026-04-19,High,false,AX,Compliant,2026-02-20T10:56:27.108Z
1edaeee0-96c7-4bed-bd29-0d31fdfcac4d,2028-02-16,High,false,VN,Compliant,2026-02-20T10:56:27.108Z
c3051a17-b3d5-4ab4-978f-571e0aa5477f,2027-12-23,Low,false,KY,Compliant,2026-02-20T10:56:27.108Z
0ead502f-6f42-467a-9d85-11569b058893,2026-03-21,Medium,false,GD,Compliant,2026-02-20T10:56:27.108Z
7ae7cdf3-336c-4acf-86bc-a1a740106557,2026-08-04,Medium,false,RW,Compliant,2026-02-20T10:56:27.109Z
b779ddbd-4be4-4a2c-bdf9-970fa8028ff9,2027-09-18,Medium,false,GP,Compliant,2026-02-20T10:56:27.109Z
81fc89f8-258c-474c-8c8d-51879a4c2b07,2026-10-06,Low,false,CO,Compliant,2026-02-20T10:56:27.109Z
eabf3f3b-7603-483b-a44a-0f33b8c0fd4a,2026-05-07,Low,false,GQ,Compliant,2026-02-20T10:56:27.109Z
d8df8e58-82a1-4419-9447-f6519519d67e,2026-07-04,Medium,false,PL,Compliant,2026-02-20T10:56:27.109Z
a2a70b3c-8b52-4c4b-a2f2-b3713e24e101,2027-01-03,Medium,false,MW,Compliant,2026-02-20T10:56:27.109Z
dc931841-116c-4a7e-8fb1-1a239737c686,2026-10-18,Medium,false,LV,Compliant,2026-02-20T10:56:27.109Z
b725be1a-c6b2-4609-8510-a286d4ce5064,2027-07-03,Medium,false,GE,Compliant,2026-02-20T10:56:27.109Z
5bfa0015-973c-440e-8ef1-25d6c8d6c598,2026-05-21,Medium,false,GY,Compliant,2026-02-20T10:56:27.109Z
5d110b1e-dc55-4859-8fa8-9e5044815cd1,2027-03-16,Medium,false,LU,Compliant,2026-02-20T10:56:27.109Z
928a445d-9467-4ea5-b02d-b6848f51ebc0,2026-03-01,High,false,KR,Compliant,2026-02-20T10:56:27.109Z
3018f8b5-b1e8-4ee1-aec0-e418e93239fd,2027-12-07,High,false,MG,Compliant,2026-02-20T10:56:27.109Z
54f7c751-1571-48dc-9e31-6b0118906951,2027-09-26,Low,false,HK,Compliant,2026-02-20T10:56:27.109Z
a39af97f-c6ed-4db4-b285-25c03dc9ccea,2026-10-26,Low,false,IS,Compliant,2026-02-20T10:56:27.109Z
8248f348-a377-41ec-9db4-571ecea84e6d,2027-03-27,High,false,YE,Compliant,2026-02-20T10:56:27.109Z
3cf94ca6-ef2b-4718-93c8-608a05a082fa,2027-09-01,High,false,IR,Compliant,2026-02-20T10:56:27.109Z
0f7ba10f-ac96-4066-97df-49e56e133dfa,2027-06-27,Low,false,RW,Compliant,2026-02-20T10:56:27.109Z
c1880f66-adf6-4af7-a753-2875924ffabd,2027-04-02,Low,false,IN,Compliant,2026-02-20T10:56:27.109Z
87671f58-3f05-4ec7-8786-cd64f235f0bd,2026-06-23,High,false,FM,Compliant,2026-02-20T10:56:27.109Z
84e35aa9-5bff-4696-b462-d2a3e3122308,2026-05-19,High,false,CK,Compliant,2026-02-20T10:56:27.109Z
4800ee45-d4c7-45ef-a873-347eb8c8ea0e,2026-04-05,High,false,CR,Compliant,2026-02-20T10:56:27.109Z
3d74e186-8a95-48d1-84e4-7a7bdbd70806,2027-11-05,High,false,SX,Compliant,2026-02-20T10:56:27.109Z
948071ba-b3dd-4a65-a219-970c03613dd4,2027-06-24,Low,false,PN,Compliant,2026-02-20T10:56:27.109Z
0732039a-b058-47b9-bdcc-c4a59d0e0b73,2027-12-27,Medium,false,AQ,Compliant,2026-02-20T10:56:27.109Z
793d9c2d-2b0e-4457-876e-e05fe57668f2,2026-02-25,Medium,false,MV,Compliant,2026-02-20T10:56:27.109Z
fde3279f-06e6-48c0-9fb4-235af22089d9,2027-01-08,High,false,SY,Compliant,2026-02-20T10:56:27.109Z
cddf96de-2d60-43bc-8b1d-e9e23ce6c2e8,2027-06-24,High,false,SJ,Compliant,2026-02-20T10:56:27.109Z
12b32f75-cedb-4da7-bc57-9472bd363773,2027-07-08,Low,false,PL,Compliant,2026-02-20T10:56:27.109Z
7dd7cb00-5dd8-4bda-96be-ebcebc45154b,2026-07-14,High,false,SD,Compliant,2026-02-20T10:56:27.109Z
dbc19459-4d71-40da-915a-eb9274e496ac,2027-05-23,Low,false,VI,Compliant,2026-02-20T10:56:27.109Z
b465e789-b05f-4398-85d7-9850e1a01f95,2027-11-04,Low,false,EH,Compliant,2026-02-20T10:56:27.109Z
ea882f47-be24-4150-9745-e2e6518e1c24,2027-10-03,High,false,PK,Compliant,2026-02-20T10:56:27.109Z
0b972488-0bd0-4d77-9251-77eee3daed40,2027-09-08,Medium,false,PH,Compliant,2026-02-20T10:56:27.109Z
59f73c18-f53b-4d09-b408-3db12baf1d64,2026-08-25,Low,false,EC,Compliant,2026-02-20T10:56:27.109Z
c331a4ee-468a-4a1d-81f7-ac7f7067c833,2027-08-13,High,false,IO,Compliant,2026-02-20T10:56:27.109Z
a89904bf-c5db-41ee-8576-4e7a2e7763ba,2027-01-13,High,false,ZM,Compliant,2026-02-20T10:56:27.109Z
e3ad4b28-b5a7-4657-ab9a-ced26fd4e433,2027-01-22,Low,false,IL,Compliant,2026-02-20T10:56:27.109Z
9d3df24c-a4d6-4370-ac0a-db3881b6a9e6,2027-08-31,Medium,false,SV,Compliant,2026-02-20T10:56:27.109Z
b91cf957-729a-4007-a5c8-5b4bb53af156,2026-05-15,Low,false,BS,Compliant,2026-02-20T10:56:27.109Z
973ac40b-d3ac-42ed-862b-c885888cd331,2027-09-11,Low,false,NP,Compliant,2026-02-20T10:56:27.109Z
c46bcd64-6d52-4830-bf23-4e1fb9333cde,2026-06-15,High,false,BV,Compliant,2026-02-20T10:56:27.109Z
12f2d72e-7c4d-40ee-9ba3-5c42c6a996a1,2026-04-21,Low,false,BJ,Compliant,2026-02-20T10:56:27.109Z
ceac4f7c-26c7-4913-9efd-0c2bee2c5717,2027-08-28,High,true,PK,Compliant,2026-02-20T10:56:27.109Z
0aa7c9d0-3fb0-4fdc-b77e-cf00fa780ba2,2027-05-23,Medium,false,PG,Compliant,2026-02-20T10:56:27.109Z
1600c132-bc95-4e96-8a4d-4dcbd976df39,2027-05-21,Low,false,LV,Compliant,2026-02-20T10:56:27.109Z
02325a3e-349b-4044-b373-bb03434c3cd3,2027-04-26,Low,false,TF,Compliant,2026-02-20T10:56:27.109Z
ed43e0db-4c5f-490d-a290-e12413d48c02,2027-06-06,Medium,false,PM,Compliant,2026-02-20T10:56:27.109Z
1447b5c7-d687-4199-98cd-c6bc946710db,2027-02-17,Low,false,KN,Compliant,2026-02-20T10:56:27.109Z
52097dc2-d0bc-40bd-bed2-c7818b43b963,2028-01-25,Low,false,TJ,Compliant,2026-02-20T10:56:27.109Z
dd26850b-b658-4b7e-920d-c1ff8c70d5e7,2027-05-16,Low,false,CC,Compliant,2026-02-20T10:56:27.109Z
8e3b0d51-fa93-4b3d-8387-f00fbf05b6bb,2026-11-22,Medium,false,HM,Compliant,2026-02-20T10:56:27.109Z
311e837b-71c6-46e6-bdde-3204b2ae557c,2026-11-14,Low,false,DE,Compliant,2026-02-20T10:56:27.109Z
9d57b063-dc8e-4121-876a-ec51a120daff,2028-02-05,Medium,false,IS,Compliant,2026-02-20T10:56:27.109Z
bb0f617c-01a1-4639-a100-4a628fd681ce,2026-05-17,High,false,LR,Compliant,2026-02-20T10:56:27.109Z
c88af35f-0ac0-43eb-866d-27ce41f9d3d0,2027-08-05,Low,false,SJ,Compliant,2026-02-20T10:56:27.109Z
1fbf6950-d4e1-4513-b070-91e22a3caaaf,2026-07-17,Medium,false,AE,Compliant,2026-02-20T10:56:27.109Z
2c05b390-83c5-4543-9eff-a69212b030df,2027-06-25,Low,false,PY,Compliant,2026-02-20T10:56:27.109Z
2cd5a452-8458-409d-b9e2-35b0f8dc73aa,2028-02-15,Medium,false,SY,Compliant,2026-02-20T10:56:27.109Z
c9d38885-4ae2-4246-8e4d-4ad81e2e3ff4,2027-03-31,Low,false,VG,Compliant,2026-02-20T10:56:27.109Z
5095738a-573f-41e9-b0da-2006ce65a164,2027-05-22,Low,false,GA,Compliant,2026-02-20T10:56:27.109Z
a0fe4aa2-297d-4873-8510-4d164903ee5b,2027-03-11,Low,false,BW,Compliant,2026-02-20T10:56:27.109Z
75d59f04-0512-4f29-b500-c62510377313,2027-11-22,High,false,SX,Compliant,2026-02-20T10:56:27.109Z
12d33e1b-3e46-4e9e-86cb-844a46b47838,2026-07-27,High,false,LY,Compliant,2026-02-20T10:56:27.109Z
e263bbec-2319-4494-8a49-376adf3382cd,2026-10-05,High,false,PG,Compliant,2026-02-20T10:56:27.109Z
f228faeb-716b-4665-a20b-8ce63acf321c,2027-12-07,Low,false,BE,Compliant,2026-02-20T10:56:27.109Z
b480cbc1-7dac-4103-b938-c1d3703ab549,2027-03-20,Medium,false,CL,Compliant,2026-02-20T10:56:27.109Z
b3dc9831-489e-4df3-b533-965fb64661ea,2026-04-06,High,false,AE,Compliant,2026-02-20T10:56:27.109Z
8e04b786-845b-4ce9-a58f-6850d54daf03,2026-11-02,High,false,GT,Compliant,2026-02-20T10:56:27.109Z
88f33748-9b9d-41cb-b41d-c8362e0e41cc,2027-07-18,High,false,CC,Compliant,2026-02-20T10:56:27.109Z
18f1d9a6-8c9e-45ee-b71a-58cdac405b3d,2027-12-28,Medium,false,UG,Compliant,2026-02-20T10:56:27.110Z
58d0b1fd-2a8a-4e5f-8004-c531703cc26f,2027-11-06,Low,false,BS,Compliant,2026-02-20T10:56:27.110Z
9069f9d9-9830-4fff-993c-4cb578f8239f,2027-09-13,Low,false,TZ,Compliant,2026-02-20T10:56:27.110Z
1fb746d7-d68f-41d2-9190-4a14e1572053,2026-10-03,Low,false,TZ,Compliant,2026-02-20T10:56:27.110Z
682527b6-f3f4-4204-aea9-303c03f5e7f4,2027-07-04,Low,false,PK,Compliant,2026-02-20T10:56:27.110Z
2cc863e2-941b-4496-bfca-b717df9890c9,2026-10-29,Low,false,VE,Compliant,2026-02-20T10:56:27.110Z
00ab3cf0-4294-49ff-b49c-3ae2c0fbaf87,2027-08-22,Medium,false,KH,Compliant,2026-02-20T10:56:27.110Z
5cf45907-8131-4139-bf3e-5a9206e62768,2026-08-28,High,false,LR,Compliant,2026-02-20T10:56:27.110Z
a308126e-e750-4740-8215-b0c003749d32,2026-03-19,Medium,false,RU,Compliant,2026-02-20T10:56:27.110Z
c08ab02c-8cc3-433e-bb44-173d4eb06b97,2027-06-17,High,false,BI,Compliant,2026-02-20T10:56:27.110Z
e7470758-77b8-4e5c-a65f-a521740e3f5a,2027-06-12,Low,false,DE,Compliant,2026-02-20T10:56:27.110Z
4cfee7ee-fc97-4efb-b45d-9e253af30bac,2027-06-18,High,true,MT,Compliant,2026-02-20T10:56:27.110Z
39b7e8be-c81e-4f45-8248-cd7b69aa8492,2027-02-22,Medium,false,AD,Compliant,2026-02-20T10:56:27.110Z
563d1a06-3e6e-40d7-b7fc-494736a99bd2,2027-04-21,High,false,NZ,Compliant,2026-02-20T10:56:27.110Z
27e7ab48-f8c5-4434-a130-0b8449446419,2027-08-10,Low,false,LR,Compliant,2026-02-20T10:56:27.110Z
6e9590f1-93ce-4ec5-a530-b116f8c06a06,2026-11-10,Low,false,ZW,Compliant,2026-02-20T10:56:27.110Z
ba9670af-d820-4abe-a3f0-27211b99c82d,2027-06-09,Low,false,CF,Compliant,2026-02-20T10:56:27.110Z
f1739a48-9358-44ab-9e90-3afcee1f5b95,2027-09-17,Low,false,CZ,Compliant,2026-02-20T10:56:27.110Z
e853ba44-06e7-4e66-bebe-8680b032bf1d,2026-08-09,High,false,FK,Compliant,2026-02-20T10:56:27.110Z
fcf6e2e7-1178-422d-af5e-e8f6dbc6903d,2027-01-26,Low,false,US,Compliant,2026-02-20T10:56:27.110Z
b6d2e223-e7a9-47a1-b694-5c7c927bd043,2026-11-06,Low,false,SL,Compliant,2026-02-20T10:56:27.110Z
6ff7e687-021a-4109-ae7b-5f9d996b4c80,2027-12-31,Medium,false,PL,Compliant,2026-02-20T10:56:27.110Z
ffcdcb64-8aec-4d82-b9b1-655d772fadf7,2027-04-30,Medium,false,GR,Compliant,2026-02-20T10:56:27.110Z
123cbd48-fefa-48b1-99bf-34732ff72406,2027-09-30,Medium,false,ML,Compliant,2026-02-20T10:56:27.110Z
8de85d2f-95c0-4a50-8b21-f4cd41b3724f,2026-08-29,High,false,IQ,Compliant,2026-02-20T10:56:27.110Z
0e543c13-282e-43a1-95a5-48db354e7b4c,2026-12-06,High,false,CX,Compliant,2026-02-20T10:56:27.110Z
ce0db045-729f-438a-885b-c64288581716,2027-01-03,Medium,false,UG,Compliant,2026-02-20T10:56:27.110Z
d895120c-743e-44db-8b17-fc916678e779,2026-08-04,High,false,BL,Compliant,2026-02-20T10:56:27.110Z
0c3a5c9b-3bf3-4c2f-88bb-40244d1c4101,2027-03-18,Medium,false,TD,Compliant,2026-02-20T10:56:27.110Z
86cee262-0b0e-4386-8ba5-0f3426225836,2027-02-11,High,false,BF,Compliant,2026-02-20T10:56:27.110Z
f0c3a70a-a53f-43ed-9c8e-c740c6401533,2027-02-14,High,false,DM,Compliant,2026-02-20T10:56:27.110Z
0fefb8a4-01a6-4824-8d0f-7a1eb311f785,2026-04-26,Medium,false,MF,Compliant,2026-02-20T10:56:27.110Z
51e027df-63b6-4d0c-8a66-67b3cd6ca87c,2027-07-20,Medium,true,GY,Compliant,2026-02-20T10:56:27.110Z
63ba0ea0-e65d-46cd-8c9f-9d1fdf2659ea,2026-06-12,Medium,false,MK,Compliant,2026-02-20T10:56:27.110Z
aa645afc-fab1-4382-8e7f-4f2c73d57967,2026-09-21,Low,false,IT,Compliant,2026-02-20T10:56:27.110Z
d7ff3542-0f5c-4db8-9751-da8cf446fb73,2026-12-18,Low,false,GM,Compliant,2026-02-20T10:56:27.110Z
39887ddf-8208-4031-9b08-51755e063199,2026-04-04,Medium,false,SY,Compliant,2026-02-20T10:56:27.110Z
